# blastp
# Iteration: 0
# Query: VTT87511.1 hypothetical protein DM2_845 [Halorubrum sp. DM2]
# RID: 131G60GM016
# Database: nr
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score, % positives
# 100 hits found
VTT87511.1	WP_257299960.1	39.517	663	355	15	7	643	52	694	7.78e-132	410	56.86
VTT87511.1	WP_435363293.1	38.705	664	374	7	3	641	31	686	1.65e-131	410	53.92
VTT87511.1	SEQ44663.1	40.099	606	347	9	54	650	89	687	2.91e-131	409	57.43
VTT87511.1	WP_277520050.1	38.556	651	379	12	5	646	43	681	2.93e-131	408	57.45
VTT87511.1	WP_261650590.1	38.705	664	374	8	3	641	31	686	5.36e-130	406	54.07
VTT87511.1	MDX1744568.1	36.631	647	386	14	6	645	55	684	9.59e-130	405	58.11
VTT87511.1	WP_435317664.1	38.253	664	377	7	3	641	31	686	2.53e-129	404	53.77
VTT87511.1	OYR84812.1	91.866	209	17	0	1	209	32	240	2.74e-129	387	96.17
VTT87511.1	MFB6154666.1	41.602	649	353	12	2	639	34	667	6.63e-129	404	56.70
VTT87511.1	WP_175526363.1	39.697	660	356	13	7	643	52	692	3.34e-128	400	54.85
VTT87511.1	SDM50815.1	39.697	660	356	13	7	643	66	706	3.74e-128	401	54.85
VTT87511.1	WP_154551155.1	38.344	652	375	14	6	647	38	672	6.54e-128	400	58.28
VTT87511.1	WP_256300396.1	38.279	674	350	13	7	638	52	701	2.58e-127	399	53.71
VTT87511.1	MFB6178372.1	39.752	644	367	10	5	638	40	672	9.87e-127	396	57.45
VTT87511.1	WP_135667191.1	38.080	646	385	10	6	647	38	672	1.18e-126	396	56.50
VTT87511.1	MCT9096545.1	38.131	674	387	11	2	653	31	696	3.54e-126	396	54.30
VTT87511.1	WP_369684409.1	38.131	674	387	11	2	653	61	726	5.60e-126	396	54.30
VTT87511.1	WP_435358165.1	37.683	682	373	13	5	643	41	713	2.14e-125	394	54.25
VTT87511.1	MFP8958795.1	38.531	667	378	11	2	653	36	685	6.13e-125	392	55.32
VTT87511.1	WP_004572540.1	41.357	619	338	12	39	648	72	674	8.57e-125	391	58.48
VTT87511.1	WP_261649668.1	39.110	652	373	8	2	641	37	676	2.14e-124	390	55.21
VTT87511.1	WP_436901857.1	38.754	658	374	16	5	652	53	691	2.55e-124	390	56.08
VTT87511.1	WP_158854914.1	37.883	652	378	14	6	647	38	672	4.87e-124	390	57.36
VTT87511.1	WP_436902313.1	38.508	657	376	13	6	643	40	687	1.52e-123	389	54.79
VTT87511.1	WP_136687207.1	37.209	645	384	10	6	643	38	668	3.20e-123	387	56.59
VTT87511.1	WP_256399223.1	39.478	613	337	10	52	638	100	704	4.93e-122	385	55.46
VTT87511.1	WP_233289914.1	37.850	642	379	8	6	640	15	643	6.78e-122	384	55.45
VTT87511.1	WP_256398940.1	40.729	658	353	12	7	642	42	684	7.58e-121	382	56.69
VTT87511.1	WP_098725588.1	37.026	659	387	7	6	645	45	694	7.59e-121	382	54.78
VTT87511.1	WP_179259274.1	40.369	597	336	9	52	637	86	673	1.41e-119	379	56.95
VTT87511.1	PSQ16828.1	38.360	683	371	11	7	650	42	713	1.43e-119	379	54.32
VTT87511.1	WP_435362688.1	38.788	660	364	13	6	641	41	684	1.81e-119	378	54.24
VTT87511.1	MFT4945038.1	37.518	677	369	10	5	638	44	709	5.30e-119	377	53.03
VTT87511.1	WP_474672113.1	37.156	654	383	7	6	640	45	689	8.47e-119	377	54.74
VTT87511.1	WP_181685524.1	37.054	645	385	11	6	643	64	694	1.44e-118	376	57.05
VTT87511.1	WP_256299962.1	40.031	652	366	8	7	642	42	684	2.55e-118	375	55.21
VTT87511.1	MFB6229269.1	38.370	675	375	12	2	644	37	702	2.69e-118	376	53.19
VTT87511.1	WP_440989900.1	38.897	653	370	8	7	641	42	683	4.08e-118	374	55.59
VTT87511.1	PSQ49878.1	36.544	706	385	13	2	653	37	733	8.45e-118	375	50.71
VTT87511.1	WP_439026239.1	37.185	675	369	11	1	636	62	720	1.10e-117	375	53.48
VTT87511.1	WP_227130883.1	41.424	618	325	15	47	646	82	680	4.39e-117	372	57.12
VTT87511.1	WP_435360834.1	38.497	652	386	7	7	652	36	678	5.29e-117	371	54.14
VTT87511.1	WP_008321199.1	40.226	619	345	12	39	648	72	674	1.23e-116	370	57.03
VTT87511.1	WP_411968304.1	38.080	646	375	13	3	639	36	665	1.37e-116	370	56.35


